value,cdf
15.0,0
15.0,0.01
15.0,0.01
15.0,0.02
15.0,0.02
15.0,0.03
15.0,0.03
15.0,0.04
20.0,0.04
20.0,0.05
30.0,0.05
30.0,0.060000000000000005
30.0,0.060000000000000005
30.0,0.07
30.0,0.07
30.0,0.08
30.0,0.08
30.0,0.09
41.230311,0.09
41.230311,0.09999999999999999
44.335074,0.09999999999999999
44.335074,0.10999999999999999
45.0,0.10999999999999999
45.0,0.11999999999999998
60.0,0.11999999999999998
60.0,0.12999999999999998
60.0,0.12999999999999998
60.0,0.13999999999999999
60.0,0.13999999999999999
60.0,0.15
62.390547,0.15
62.390547,0.16
62.395674,0.16
62.395674,0.17
62.555463,0.17
62.555463,0.18000000000000002
62.623022,0.18000000000000002
62.623022,0.19000000000000003
64.270179,0.19000000000000003
64.270179,0.20000000000000004
64.79025,0.20000000000000004
64.79025,0.21000000000000005
65.014356,0.21000000000000005
65.014356,0.22000000000000006
65.548205,0.22000000000000006
65.548205,0.23000000000000007
65.599136,0.23000000000000007
65.599136,0.24000000000000007
65.599713,0.24000000000000007
65.599713,0.25000000000000006
65.838558,0.25000000000000006
65.838558,0.26000000000000006
65.870867,0.26000000000000006
65.870867,0.2700000000000001
65.925388,0.2700000000000001
65.925388,0.2800000000000001
65.962926,0.2800000000000001
65.962926,0.2900000000000001
65.966098,0.2900000000000001
65.966098,0.3000000000000001
66.031039,0.3000000000000001
66.031039,0.3100000000000001
66.037693,0.3100000000000001
66.037693,0.3200000000000001
66.041901,0.3200000000000001
66.041901,0.3300000000000001
66.06461,0.3300000000000001
66.06461,0.34000000000000014
66.116414,0.34000000000000014
66.116414,0.35000000000000014
66.130531,0.35000000000000014
66.130531,0.36000000000000015
66.170035,0.36000000000000015
66.170035,0.37000000000000016
66.173677,0.37000000000000016
66.173677,0.38000000000000017
66.180986,0.38000000000000017
66.180986,0.3900000000000002
66.203121,0.3900000000000002
66.203121,0.4000000000000002
66.214306,0.4000000000000002
66.214306,0.4100000000000002
66.236918,0.4100000000000002
66.236918,0.4200000000000002
66.267575,0.4200000000000002
66.267575,0.4300000000000002
66.289691,0.4300000000000002
66.289691,0.4400000000000002
66.294891,0.4400000000000002
66.294891,0.45000000000000023
66.350941,0.45000000000000023
66.350941,0.46000000000000024
66.367515,0.46000000000000024
66.367515,0.47000000000000025
66.486649,0.47000000000000025
66.486649,0.48000000000000026
66.526858,0.48000000000000026
66.526858,0.49000000000000027
66.535979,0.49000000000000027
66.535979,0.5000000000000002
66.638843,0.5000000000000002
66.638843,0.5100000000000002
66.643666,0.5100000000000002
66.643666,0.5200000000000002
66.697468,0.5200000000000002
66.697468,0.5300000000000002
66.878673,0.5300000000000002
66.878673,0.5400000000000003
67.022336,0.5400000000000003
67.022336,0.5500000000000003
67.132508,0.5500000000000003
67.132508,0.5600000000000003
67.168005,0.5600000000000003
67.168005,0.5700000000000003
67.227837,0.5700000000000003
67.227837,0.5800000000000003
67.393569,0.5800000000000003
67.393569,0.5900000000000003
67.694355,0.5900000000000003
67.694355,0.6000000000000003
67.970695,0.6000000000000003
67.970695,0.6100000000000003
68.226556,0.6100000000000003
68.226556,0.6200000000000003
68.864937,0.6200000000000003
68.864937,0.6300000000000003
69.052168,0.6300000000000003
69.052168,0.6400000000000003
69.115785,0.6400000000000003
69.115785,0.6500000000000004
70.036194,0.6500000000000004
70.036194,0.6600000000000004
70.708677,0.6600000000000004
70.708677,0.6700000000000004
72.292446,0.6700000000000004
72.292446,0.6800000000000004
73.741391,0.6800000000000004
73.741391,0.6900000000000004
74.172118,0.6900000000000004
74.172118,0.7000000000000004
74.512954,0.7000000000000004
74.512954,0.7100000000000004
75.15054,0.7100000000000004
75.15054,0.7200000000000004
79.899906,0.7200000000000004
79.899906,0.7300000000000004
80.933993,0.7300000000000004
80.933993,0.7400000000000004
81.339752,0.7400000000000004
81.339752,0.7500000000000004
81.92715,0.7500000000000004
81.92715,0.7600000000000005
82.742592,0.7600000000000005
82.742592,0.7700000000000005
82.941887,0.7700000000000005
82.941887,0.7800000000000005
84.066883,0.7800000000000005
84.066883,0.7900000000000005
84.662084,0.7900000000000005
84.662084,0.8000000000000005
84.67938,0.8000000000000005
84.67938,0.8100000000000005
84.688816,0.8100000000000005
84.688816,0.8200000000000005
85.008564,0.8200000000000005
85.008564,0.8300000000000005
85.130239,0.8300000000000005
85.130239,0.8400000000000005
85.41656,0.8400000000000005
85.41656,0.8500000000000005
85.842919,0.8500000000000005
85.842919,0.8600000000000005
87.417212,0.8600000000000005
87.417212,0.8700000000000006
87.579319,0.8700000000000006
87.579319,0.8800000000000006
87.885758,0.8800000000000006
87.885758,0.8900000000000006
88.304241,0.8900000000000006
88.304241,0.9000000000000006
90.540381,0.9000000000000006
90.540381,0.9100000000000006
90.913574,0.9100000000000006
90.913574,0.9200000000000006
92.077549,0.9200000000000006
92.077549,0.9300000000000006
92.229032,0.9300000000000006
92.229032,0.9400000000000006
101.02126,0.9400000000000006
101.02126,0.9500000000000006
102.283025,0.9500000000000006
102.283025,0.9600000000000006
102.326807,0.9600000000000006
102.326807,0.9700000000000006
111.416687,0.9700000000000006
111.416687,0.9800000000000006
119.771531,0.9800000000000006
119.771531,0.9900000000000007
120.770506,0.9900000000000007
120.770506,1.0000000000000007
