value,cdf
1907.695128,0
1907.695128,0.01
2444.324529,0.01
2444.324529,0.02
2450.996067,0.02
2450.996067,0.03
2457.290479,0.03
2457.290479,0.04
2471.091811,0.04
2471.091811,0.05
2487.654493,0.05
2487.654493,0.060000000000000005
2564.069989,0.060000000000000005
2564.069989,0.07
2610.15696,0.07
2610.15696,0.08
2612.340345,0.08
2612.340345,0.09
2612.630572,0.09
2612.630572,0.09999999999999999
2614.077784,0.09999999999999999
2614.077784,0.10999999999999999
2616.213037,0.10999999999999999
2616.213037,0.11999999999999998
2623.886043,0.11999999999999998
2623.886043,0.12999999999999998
2626.582114,0.12999999999999998
2626.582114,0.13999999999999999
2629.905439,0.13999999999999999
2629.905439,0.15
2632.93393,0.15
2632.93393,0.16
2642.414167,0.16
2642.414167,0.17
2644.421897,0.17
2644.421897,0.18000000000000002
2648.448117,0.18000000000000002
2648.448117,0.19000000000000003
2661.641464,0.19000000000000003
2661.641464,0.20000000000000004
2667.032144,0.20000000000000004
2667.032144,0.21000000000000005
2676.163147,0.21000000000000005
2676.163147,0.22000000000000006
2676.461048,0.22000000000000006
2676.461048,0.23000000000000007
2684.813741,0.23000000000000007
2684.813741,0.24000000000000007
2691.46193,0.24000000000000007
2691.46193,0.25000000000000006
2698.175206,0.25000000000000006
2698.175206,0.26000000000000006
2698.386204,0.26000000000000006
2698.386204,0.2700000000000001
2706.904522,0.2700000000000001
2706.904522,0.2800000000000001
2707.071959,0.2800000000000001
2707.071959,0.2900000000000001
2716.891613,0.2900000000000001
2716.891613,0.3000000000000001
2719.153996,0.3000000000000001
2719.153996,0.3100000000000001
2729.409771,0.3100000000000001
2729.409771,0.3200000000000001
2783.570601,0.3200000000000001
2783.570601,0.3300000000000001
2794.745992,0.3300000000000001
2794.745992,0.34000000000000014
2797.880554,0.34000000000000014
2797.880554,0.35000000000000014
2800.098901,0.35000000000000014
2800.098901,0.36000000000000015
2809.767891,0.36000000000000015
2809.767891,0.37000000000000016
2847.370743,0.37000000000000016
2847.370743,0.38000000000000017
2900.465251,0.38000000000000017
2900.465251,0.3900000000000002
2933.124264,0.3900000000000002
2933.124264,0.4000000000000002
2939.133712,0.4000000000000002
2939.133712,0.4100000000000002
2959.790949,0.4100000000000002
2959.790949,0.4200000000000002
2980.897236,0.4200000000000002
2980.897236,0.4300000000000002
2984.506477,0.4300000000000002
2984.506477,0.4400000000000002
2997.924415,0.4400000000000002
2997.924415,0.45000000000000023
3036.290734,0.45000000000000023
3036.290734,0.46000000000000024
3036.914411,0.46000000000000024
3036.914411,0.47000000000000025
3042.947753,0.47000000000000025
3042.947753,0.48000000000000026
3067.441453,0.48000000000000026
3067.441453,0.49000000000000027
3077.539895,0.49000000000000027
3077.539895,0.5000000000000002
3087.638062,0.5000000000000002
3087.638062,0.5100000000000002
3088.399578,0.5100000000000002
3088.399578,0.5200000000000002
3097.677526,0.5200000000000002
3097.677526,0.5300000000000002
3103.480287,0.5300000000000002
3103.480287,0.5400000000000003
3106.030929,0.5400000000000003
3106.030929,0.5500000000000003
3109.970385,0.5500000000000003
3109.970385,0.5600000000000003
3119.628829,0.5600000000000003
3119.628829,0.5700000000000003
3141.473726,0.5700000000000003
3141.473726,0.5800000000000003
3146.243908,0.5800000000000003
3146.243908,0.5900000000000003
3154.967513,0.5900000000000003
